CodeID,CPTCode,Description
21145,92979,"TC INTRAVASCULAR ULTRASOUND, CORONARY, EACH ADD'L VESSEL"
21146,92978,"TC INTRAVASCULAR ULTRASOUND, CORONARY, INITIAL VESSEL"
21147,36901,TC INTRO CATH & ANGIO DIALYSIS CIRCUIT INCL S&I
21148,36902,"TC INTRO CATH, ANGIO & PTA DIALYSIS CIRCUIT INCL S&I"
21149,36100,"TC INTRO OF NEDLE OR INTRA. CATH, CAROTID/VERTEBRAL AR"
21150,36200,"TC INTRODUCTION OF CATHETER, AORTA"
21151,81224,TC INTRON 8 POLY-T ANALYSIS PANPNL
21152,9050000002,TC INTSV OTPT PROG DAILY 3 HRS
21153,9050000001,TC INTSV OTPT PROG DAILY 4.5 HRS
21154,A9516,"TC IODINE I-123 CAPSULE(S), 100-999 MC"
21155,82330,TC IONIZED CALCIUM
21156,24220,"TC IR ARTHROGRAPHY INJ, ELBOW"
21157,73615,"TC IR ARTHROGRAPHY, ANKLE"
21158,73040,"TC IR ARTHROGRAPHY, SHOULDER"
21159,70332,"TC IR ARTHROGRAPHY, TEMPOROMANDIBULAR JOINT TMJ"
21160,47542,"TC IR BALLOON DILATION OF BILIARY DUCTS, PERCUTANEOUS"
21161,47999,"TC IR BILIARY TRACT PROCEDURE, UNLISTED"
21162,64645,"TC IR CHEMODENERVATION 1 EXT; EA ADD'L EXT, 5 OR MORE MUSCLES"
21163,64642,TC IR CHEMODENERVATION 1 EXTREMITY; 1-4 MUSCLES
21164,45399,TC IR COLON UNLISTED PROCEDURE
21165,93986,"TC IR DUPLEX SCAN ART & VEIN FLOW PRE-OP ASSESS HEMODIALYSIS ACCESS, UNILAT"
21166,22512,TC IR EACH ADD'L PERC VERTEBROPLASTY (INCL BONE BX) CERVICOTHORACIC OR LUMBOSACRAL INCL GUIDE
21167,60699,"TC IR ENDOCRINE SYSTEM PROCEDURE, UNLISTED"
21168,74220,TC IR ESOPHAGUS SINGLE CONTR BARIUM INCL SCOUT CXR/DELAYED IMG
21169,64451,"TC IR INJ ANESTHETIC &/OR STEROID, NERVE INNERVATING SI JOINT W/ GUIDE"
21170,47399,"TC IR LIVER PROCEDURE, UNLISTED"
21171,62305,TC IR LUMBAR INJ FOR MYELOGRAPHY (INCL RADIOLOGICAL S & I) 2 OR MORE REGIONS
21172,62302,TC IR LUMBAR INJ FOR MYELOGRAPHY (INCL RADIOLOGICAL S & I) CERVICAL
21173,62304,TC IR LUMBAR INJ FOR MYELOGRAPHY (INCL RADIOLOGICAL S & I) LUMBOSACRAL
21174,62303,TC IR LUMBAR INJ FOR MYELOGRAPHY (INCL RADIOLOGICAL S & I) THORACIC
21175,62284,TC IR LUMBAR INJECTION PROCEDURE FOR MYELOGRAPHY AND/OR CT
21176,32999,"TC IR LUNGS AND PLEURA PROCEDURE, UNLISTED"
21177,20999,"TC IR MUSCULOSKELETAL SYSTEM PROCEDURE, UNLISTED"
21178,48999,"TC IR PANCREAS PROCEDURE, UNLISTED"
21179,32994,TC IR PERC CRYOABLATION PULMONARY TUMOR(S) UNILAT W/ GUIDE
21180,20983,TC IR PERC CRYOABLATION THERAPY 1 OR MORE BONE TUMORS INCL ADJACENT SOFT TISSUE & INCL GUIDE
21181,45999,"TC IR RECTUM PROCEDURE, UNLISTED"
21182,27086,"TC IR REMOVAL FOREIGN BODY, PELVIS/HIP, SUBQ"
21183,24200,"TC IR REMOVAL FOREIGN BODY, UPPER ARM/ELBOW, SUBQ"
21184,42699,"TC IR SALIVARY GLANDS/DUCTS PROCEDURE, UNLISTED"
21185,93886,"TC IR ULTRASOUND, TRANSCRANIAL DOPPLER"
21186,93931,"TC IR US DUPLEX UPPER EXT ARTERIES, UNILAT/LTD"
21187,76940,TC IR US GUIDE PARENCHYMAL TISSUE ABLATION
21188,36299,"TC IR VASCULAR INJECTION PROCEDURE, UNLISTED"
21189,83550,TC IRON BINDING TEST
21190,83540,"TC IRON, LIVER TISSUE"
21191,86945,TC IRRADIATION OF POOLED PRODUCT
21192,96523,TC IRRIGATION IMPLANTED VENOUS ACCESS DEVICE
21193,96360,TC IV HYDRATION FIRST HOUR
21194,96361,"TC IV HYDRATION INFUSION, EACH ADD'L HOUR"
21195,96367,TC IV INFUSION DRUG ADDL SEQUENTIAL UP TO 1HR
21196,96368,TC IV INFUSION DRUG CONCURRENT UP TO 1 HOUR
21197,M0247,"TC IV INFUSION INJ, SOTROVIMAB, W/ POST ADMIN MONITORING"
21198,M0249,"TC IV INFUSION, TOCILIZUMAB, INPT > 2 YEARS W/ COVID 19, W/ POST ADMIN MONITORING, 1ST DOSE"
21199,M0250,"TC IV INFUSION, TOCILIZUMAB, INPT > 2 YEARS W/ COVID 19, W/ POST ADMIN MONITORING, 2ND DOSE"
21200,A4913,TC IV TUBING/NON-BLOOD
21201,2710000015,"TC IVA ANAMIX EARLY YEARS, PER 4 OZ"
21202,2710000044,"TC IVA ANAMIX EARLY YEARS, PER 4 OZ"
21203,2710000073,"TC IVA ANAMIX EARLY YEARS, PER 4 OZ"
21204,36010,TC IVC OR SVC CATH PLCMT
21205,77077,TC JOINT SURVEY 1 VW 2+ JOINTS
21206,81414,"TC JWL CARDIAC ION CHANNELOPATHIES, DUPLICATION DELETION GENE ANALYSIS PANEL, GENECNV (ARP)"
21207,81413,"TC JWL CARDIAC ION CHANNELOPATHIES, GENOMIC SEQUENCE ANALYSIS, GENESEQ (ARP, CHD)"
21208,81443,"TC JWL GENETIC TESTING FOR SEVERE INHERITED CONDITIONS, GENOMIC SEQ ANALYSIS PANEL, GENESEQ (PCVD)"
21209,81439,"TC JWL HEREDITARY CARDIOMYOPATHY, GENOMIC SEQUENCING ANALYSIS PANEL, GENESEQ (CMP)"
21210,81460,"TC JWL WHOLE MITOCHONDRIAL GENOME, GENOMIC SEQUENCE, MITOSEQ, (PCVD, CMP)"
21211,81465,"TC JWL WHOLE MITOCHONDRIAL GENOME, LARGE DELETION ANALYSIS PANEL, MITOCNV (PCVD, CMP)"
21212,0152U,TC KARIUS
21213,1000083,TC KENDALL DOUBLE LUMEN PICC 1.9
21214,2710000025,"TC KETO VIE 3:1 LIQUID, EACH"
21215,2710000054,"TC KETO VIE 3:1 LIQUID, EACH"
21216,2710000083,"TC KETO VIE 3:1 LIQUID, EACH"
21217,2710000024,"TC KETO VIE 4:1 LIQUID, EACH"
21218,2710000053,"TC KETO VIE 4:1 LIQUID, EACH"
21219,2710000082,"TC KETO VIE 4:1 LIQUID, EACH"
21220,2710000026,"TC KETO VIE 4:1 PEPTIDE LIQUID, EACH"
21221,2710000055,"TC KETO VIE 4:1 PEPTIDE LIQUID, EACH"
21222,2710000084,"TC KETO VIE 4:1 PEPTIDE LIQUID, EACH"
21223,2710000006,"TC KETOCAL 2.5:1 LQ, EACH"
21224,2710000035,"TC KETOCAL 2.5:1 LQ, EACH"
21225,2710000064,"TC KETOCAL 2.5:1 LQ, EACH"
21226,2710000096,TC KETOCAL 3:1-4OZ
21227,390265,TC KETOCAL 3:1-4OZ
21228,391265,TC KETOCAL 3:1-4OZ
21229,392265,TC KETOCAL 3:1-4OZ
21230,2710000008,"TC KETOCAL 4:1 LQ, EACH"
21231,2710000037,"TC KETOCAL 4:1 LQ, EACH"
21232,2710000066,"TC KETOCAL 4:1 LQ, EACH"
21233,2710000007,"TC KETOCAL 4:1, 4OZ"
21234,2710000036,"TC KETOCAL 4:1, 4OZ"
21235,2710000065,"TC KETOCAL 4:1, 4OZ"
21236,82009,TC KETONE BODY(S); QUAL REFERENCE TEST BCM 4902
21237,2710000116,TC KF PEDIATRIC PEPTIDE 1.0 EACH
21238,390284,TC KF PEDIATRIC PEPTIDE EACH
21239,392284,"TC KF PEDIATRIC PEPTIDE, EACH"
21240,391284,TC KF PEPTIDE 1.5 PER 250 ML
21241,88360,TC KI-67
21242,78707,TC KIDNEY IMAG. VASCULAR FLOW SING. STDY. W/O PHARM
21243,78700,TC KIDNEY IMAGING MORPHOLOGY
21244,2238580,TC KIT BIOSUTURE TAK MINI DISP #AR-1322DS
21245,780090,TC KIT CATH LUMEN DBL 4FR 30CM #CS16402
21246,418078,TC KIT CATH TRIPLE LUMEN 7FRX16
21247,428580,TC KIT CATHETER 16FR LATEX FOLEY TRAY STERILE
21248,428575,TC KIT CPM PATIENT ELBOW PAD
21249,428576,TC KIT CPM PATIENT KNEE PAD
21250,162192,TC KIT ENDO PERC GASTROSTOMY PEG
21251,162220,TC KIT FEED TUBE TRANSGASTR JEJUNL 0250
21252,428497,TC KIT G-BALLON SLG 12FRX1.5CM
21253,2720000003,TC KIT GASTROSTMY FEED TB 14FR STOMA L1.2CM 5ML BLLN SIL RADPQ STRP LP SECUR-LOK MIC-KEY (EA)
21254,2720000004,TC KIT GASTROSTMY FEED TB 14FR STOMA L1CM 5ML BLLN SIL RADPQ STRP LP SECUR-LOK MIC-KEY (EA)
21255,2720000005,TC KIT GASTROSTMY TB 12FR BLLN 3-5ML STOMA L1.7CM SIL SECURLOK INT RETENSION LP TAPR DST TIP (EA)
21256,2720000006,TC KIT GASTROSTMY TB 12FR BLLN 3-5ML STOMA L1CM SIL SECURLOK INT RETENSION LP TAPR DST TIP (EA)
21257,2720000007,TC KIT GASTROSTMY TB 12FR BLLN 3ML STOMA L1.5CM SIL PROX ANTI REFLX VLV SECUR-LOK EXTN SET (EA)
21258,81272,"TC KIT GENE ANALYSIS, TARGETED SEQUENCE ANALYSIS REF TEST FH1"
21259,428831,TC KIT MICK-KEY GASTROSTOMY 2.0CM 12FR  LOW-PROFILE SIL
21260,428830,TC KIT MICK-KEY GASTROSTOMY 2.5CM 14FR LOW-PROFILE SIL
21261,428523,TC KIT MICKEY FEEDING 12F X 1.5 CM
21262,428521,TC KIT MICKEY FEEDING 12FR X 1.0 CM
21263,428522,TC KIT MICKEY FEEDING 12FR X 1.2 CM
21264,428524,TC KIT MICKEY FEEDING 12FR X 1.7 CM
21265,780247,TC KIT PROC CATH LACRI 2-3M BILAT W/SYR
21266,418279,TC KIT REPAIR 2.0FR (PER-Q-CATH)
21267,2720000008,TC KIT THORCENT CATH 8FR L6.44IN 18GA NDL RADPQ SFGLDE LL LUERSLIP SYR 1% LIDO HCL SOL (EA)
21268,212953,TC KIT VENTRICULOSTOMY #46156
21269,410113,"TC KIT, CVC CARE NON PVP"
21270,413422,"TC KIT, CVC CARE W/PI - CS"
21271,410592,"TC KIT, G BUTTON BARD 18-1.7"
21272,410593,"TC KIT, G BUTTON BARD 18-2.4"
21273,410594,"TC KIT, G BUTTON BARD 24-1.7"
21274,410595,"TC KIT, G BUTTON BARD 24-2.4"
21275,410621,"TC KIT, G BUTTON BARD 24-3.4"
21276,410936,"TC KIT, MIC-KEY FEEDING (120-14-1.0)"
21277,411153,"TC KIT, MIC-KEY FEEDING (120-14-1.2)"
21278,410937,"TC KIT, MIC-KEY FEEDING (120-14-1.5)"
21279,418022,"TC KIT, MIC-KEY FEEDING (120-14-1.7)"
21280,418046,"TC KIT, MIC-KEY FEEDING (120-14-2.0)"
21281,418047,"TC KIT, MIC-KEY FEEDING (120-14-2.3)"
21282,418045,"TC KIT, MIC-KEY FEEDING (120-16-1.0)"
21283,418048,"TC KIT, MIC-KEY FEEDING (120-16-1.2)"
21284,418053,"TC KIT, MIC-KEY FEEDING (120-16-1.5)"
21285,418019,"TC KIT, MIC-KEY FEEDING (120-16-1.7)"
21286,418052,"TC KIT, MIC-KEY FEEDING (120-16-2.0)"
21287,418051,"TC KIT, MIC-KEY FEEDING (120-16-2.3)"
21288,410938,"TC KIT, MIC-KEY FEEDING (120-18-1.2)"
21289,418042,"TC KIT, MIC-KEY FEEDING (120-18-1.5)"
21290,410939,"TC KIT, MIC-KEY FEEDING (120-18-1.7)"
21291,418043,"TC KIT, MIC-KEY FEEDING (120-18-2.0)"
21292,418020,"TC KIT, MIC-KEY FEEDING (120-18-2.3)"
21293,418049,"TC KIT, MIC-KEY FEEDING (120-18-2.5)"
21294,418044,"TC KIT, MIC-KEY FEEDING (120-18-2.7)"
21295,418050,"TC KIT, MIC-KEY FEEDING (120-18-3.0)"
21296,418021,"TC KIT, MIC-KEY FEEDING (120-24-2.3)"
21297,410419,"TC KIT, SEXUAL ASSAULT"
21298,411032,"TC KIT, VENTRICULOSTOMY #46155"
21299,73565,"TC KNEES,STANDING,AP"
21300,428618,TC KNIFE OPHTHALM SLIT 2.8M 45DEG #373728
21301,87220,"TC KOH FOR FUNGI ON SKIN,HAIR,NAILS"
21302,87210,"TC KOH WET MOUNT SMEAR, INFECTIOUS AGENT"
21303,80235,TC LACOSAMIDE-2003182
21304,83605,"TC LACTATE, ASSAY OF LACTIC ACID REFERENCE TEST"
21305,83630,"TC LACTOFERRIN, STOOL, QUALITATIVE"
21306,88364,"TC LAMBDA, MRNA IN SITU"
21307,83664,"TC LAMELLAR BODY COUNT, FETAL LUNG MATERNITY ASSESSMENT"
21308,80175,TC LAMOTRIGINE (LAMECTAL)
21309,290644,TC LATEX ALLERGY ACCESSORY PACK
21310,86727,TC LCM VIRUS IGM
21311,295024,TC LEAD CLIPPER
21312,73590,"TC LEG, TIBIA, AND FIBULA 2 VIEWS"
21313,87278,TC LEGIONELLA DFA
21314,87541,"TC LEGIONELLA PNEUMOPHILA, AMPLIFIED PROBE TECHNIQUE"
21315,86717,TC LEISHMANIA ANTIBODY
21316,411227,"TC LENS, MORGAN MEDI-FLOW MT100"
21317,86720,TC LEPTOSPIRA ANTIBODY
21318,82658,TC LESCH-ENZYME ACTIVITY RADIOACTIVE SUBSTR
21319,85540,TC LEUKOCYTE ALKALINE PHOSPHATASE
21320,99282,TC LEVEL 2 ED SERVICE
21321,99284,TC LEVEL 4 ED SERVICES
21322,99285,TC LEVEL 5 ED SERVICES
21323,93462,TC LHC TRANSSEPTAL/TRANSAPICAL PUNCTURE
21324,3600000001,TC LIFE GIFT ORGAN DONATION ASSESSMENT NO OR
21325,3600000002,TC LIFE GIFT ORGAN DONATION ASSESSMENT W/ OR
21326,49428,TC LIGATION OF PERITONEAL-VENOUS SHUNT
21327,2243264,TC LIGATOR 4 BAND SAEED 2.8M 122CM 9.5-13M #G22613
21328,2243263,TC LIGATOR 6 BAND SAEED 2.8M 122CM 9.5-13M #G22553
21329,2243265,TC LIGATOR 6 BAND SAEED 2.8M 122MM 8.6-9.2M #G25424
21330,162321,TC LIGATOR BAND SPAEED 8.6-9.2M 6-SHOOTER
21331,83690,TC LIPASE SERUM
21332,80061,TC LIPID PHENOTYPE - LIPID PANEL
21333,83695,TC LIPOPROTEIN A
21334,83704,TC LIPOPROTEIN QUANT. REFERENCE TEST 92145
21335,83700,"TC LIPOPROTEIN, BLOOD;ELECTROPHORETIC SEP AND QUANT, REF TEST, LIPOP"
21336,80178,TC LITHIUM
21337,78202,"TC LIVER IMG, W/ VASCULAR FLOW"
21338,86376,TC LIVER/KIDNEY/MICROSOME ANTIBODY
21339,78215,"TC LIVER/SPLEEN IMG, STATIC ONLY"
21340,295242,TC LOC EXTENSION
21341,708606,TC LONG ARM FIBERGLASS SPLINT (CH)
21342,6256021,TC LONG ARM SPLINT FIBERGLASS (AD)
21343,6256020,TC LONG ARM SPLINT FIBERGLASS (CH)
21344,6256022,TC LONG LEG CAST FIBERGLASS (AD)
21345,708598,TC LONG LEG CAST FIBERGLASS (AD)
21346,6256023,TC LONG LEG CAST FIBERGLASS (CH)
21347,708599,TC LONG LEG CAST FIBERGLASS (CH)
21348,758599,TC LONG LEG CAST FIBERGLASS (CH)
21349,6256024,TC LONG LEG CAST PLASTER (AD)
21350,6256025,TC LONG LEG CAST PLASTER (CH)
21351,708593,TC LONG LEG CAST PLASTER (CH)
21352,6256026,TC LONG LEG POSTERIOR SPLINT FIBERGLAS (AD)
21353,6256027,TC LONG LEG POSTERIOR SPLINT FIBERGLAS (CH)
21354,6256028,TC LONG WALKING CAST FIBERGLASS (AD)
21355,6256029,TC LONG WALKING CAST FIBERGLASS (CH)
21356,708608,TC LONG WALKING CAST FIBERGLASS (CH)
21357,758606,TC LONG WALKING CAST FIBERGLASS (CH)
21358,Q9965,"TC LOW OSMOLAR CONTRAST, 100-199 MG/ML PER ML"
21359,Q9966,"TC LOW OSMOLAR CONTRAST, 200-299 MG/ML PER ML"
21360,73592,"TC LOWER EXTREMITY INFANT, MINIMUM 2 VIEWS"
21361,93452,TC LT HEART CATH (+/- LT ANGIOS)
21362,93595,TC LT HRT CATH CHD; NORMAL/ABNORMAL NATIVE CONNECTIONS
21363,62328,"TC LUMBAR PUNCTURE, DIAG W/ FLUORO OR CT GUIDE"
21364,72120,"TC LUMBOSACRAL BENDING VIEWS ONLY,2 OR 3 VWS"
21365,93565,"TC LV/LA ANGIOGRAPHY, SELECTIVE W/ CHD"
21366,75803,"TC LYMPHANGIOGRAM,BILATERAL EXTREMITY ONLY"
21367,75801,"TC LYMPHANGIOGRAM,UNILATERAL EXTREMITY ONLY"
21368,75807,"TC LYMPHANGIOGRAPHY,PELVIC/ABD BILAT"
21369,75805,"TC LYMPHANGIOGRAPHY,PELVIC/ABD UNILAT"
21370,78195,TC LYMPHATICS AND LYMPH GLANDS IMAGING
21371,86353,TC LYMPHOCYTE TRANSFORMATION REFERENCE TEST MSMD
21372,85549,TC LYSOZYME SERUM
21373,2070210,TC MAC 1ST MIN UNIT
21374,2070310,TC MAC BASE UNIT - DIAG IMAGING
21375,2070220,TC MAC EA ADD'L MIN
21376,2070320,TC MAC PER MINUTE - DIAG IMAGING
21377,36251,"TC MAIN RENAL/ACCESSORY ARTERIOGRAPHY, UNILATERAL FIRST-ORDER"
21378,70110,TC MANDIBLE - 4 VIEWS MINIMUM
21379,83785,"TC MANGANESE,URINE"
21380,94668,TC MANIPULATE CHEST WALL - SUBSEQUENT
21381,85044,TC MANUAL RETICULOCYTE COUNT
21382,93575,"TC MAPCAS ANGIOGRAPHY ARISING OFF AORTA/SYSTEMIC BRANCHES, SELECTIVE, DURING CATH, CHD, EA VESSEL"
21383,83789,"TC MASS SPECT AND TANDEM SPECT, QUANT REF TEST GLOCBO"
21384,70130,TC MASTOIDS - 3 VIEWS MINIMUM
21385,94664,TC MDI RE INSTRUCTION
21386,94013,"TC MEASUREMENT LUNG VOLUME UNABLE, INFANT OR < = 2YRS"
21387,51798,"TC MEASUREMENT OF POST VOIDING RESIDUAL URINE BLADDER CAPACITY, NON-IMAGING"
21388,75902,TC MECH REMOVAL INTRACATH OBSTRUCTION
21389,36596,TC MECH REMOVAL OF INTRACATH OBSTRUCTIVE MATERIAL
21390,36595,TC MECH REMOVAL OF PERICATH OBSTRUCTIVE MATERIAL
21391,75901,TC MECH REMOVAL PERICATH OBSTRUCTION
21392,94669,TC MECHANICAL CHEST WALL MANIPULATION
21393,49460,TC MECHANICAL REM OBSTR MAT G/COLON TUBE W/GUIDANCE
21394,92653,"TC MECP2 STUDY MLR, LLR, ASSR"
21395,97804,"TC MEDICAL NUTRITION THERAPY, GROUP, EA 30 MIN"
21396,97802,"TC MEDICAL NUTRITION THERAPY, INITIAL ASSESS, INDVID, FACE TO FACE, EA 15 MIN"
21397,97803,"TC MEDICAL NUTRITION THERAPY, REASSESS, INDV, FACE TO FACE, EA 15 MIN"
21398,282634,TC MEDRTRONIC BLUE J STYLET KIT MOD#6057-58
21399,282632,TC MEDRTRONIC BLUE J STYLET KIT MOD#6094-45
21400,282633,TC MEDRTRONIC WHITE J STYLET KIT MOD#6052-45
21401,282640,TC MEDTRONIC GRAY J STYLET KIT 6091-45
21402,282638,TC MEDTRONIC SERVICE SCREWDRIVER MODEL 5873W
21403,81404,"TC MEFV SELECT EXONS SEQUENCING,MOLECULAR PATHOLOGY LEVEL 5 REF LAB"
21404,295824,TC MELODY PULMONARY VALVE IMPLANT
21405,83835,"TC METANEPHRINES,PLASMA"
21406,94070,TC METHACHOLINE BRONCHOPROVOCATION
21407,80359,"TC METHYLENEDIOXYAMPHETAMINES REF TEST, B90439"
21408,780274,TC METZEBAUM MONOPOLAR 310MM DISP #P0888
21409,87187,"TC MICRODILUTION OR AGAR DILUTION, EACH MULTIMICROBIAL, PER PLATE ADDITIONAL REFERENCE TEST A60410"
21410,290647,TC MICROPUNCTURE KIT
21411,290621,TC MICROVENA EXCHANGE LENGTH
21412,290622,TC MICROVENA NON-EXCHANGE LENGTH
21413,93799,TC MISCELLANEOUS CARDIAC CATH LAB PROCEDURE
21414,148,TC MISSING BED CHARGE COMBINED ACCTS
21415,2710000076,"TC MMA/PA ANAMIX EARLY YEARS, PER 4 OZ"
21416,2710000019,"TC MMA/PA ANAMIX NEXT, PER 4 OZ"
21417,2710000048,"TC MMA/PA ANAMIX NEXT, PER 4 OZ"
21418,2710000077,"TC MMA/PA ANAMIX NEXT, PER 4 OZ"
21419,95018,"TC MMR INTRACUTANEOUS, PER TEST"
21420,88377,"TC MNP FISH, 1P/19Q INSITU HYBRIDIZATION MANUAL"
21421,88350,"TC MNP MDP IF, DYSFERLIN, EACH ADD'L AB STAIN PROCEDURE"
21422,88372,"TC MNP MDP IMMUNO PROBE FOR BAND IDENTIFICATION, EACH, ALPHA-DYSTROGLYCAN"
21423,81287,TC MNP MGMT METHYLATION ANALYSIS
21424,88371,TC MNP TELETHONIN WESTERN BLOT
21425,99156,TC MODERATE SEDATION BY DIFF PHYS 15 MIN OVER 5YRS
21426,99155,TC MODERATE SEDATION BY DIFF PHYS 15 MIN UNDER 5YRS
21427,99157,TC MODERATE SEDATION BY DIFF PHYS ADD ON 15 MIN
21428,99152,TC MODERATE SEDATION BY SAME PHYS 15 MIN OVER 5YRS
21429,99151,TC MODERATE SEDATION BY SAME PHYS 15 MIN UNDER 5YRS
21430,99153,TC MODERATE SEDATION BY SAME PHYS ADD ON 15 MIN
21431,88271,"TC MOLECULAR CYTOGENETICS, DNA PROBE, EACH, FBW"
21432,88273,"TC MOLECULAR CYTOGENETICS, INTERPHASE IN SITU HYBRIDIZATION, 10-30 CELLS, FBW"
21433,88275,"TC MOLECULAR CYTOGENETICS, INTERPHASE IN SITU HYBRIDIZATION, 100-300 CELLS, FSRY"
21434,81402,"TC MOLECULAR PATHOLOGY PRO,LEVEL3,COMMON MUTATIONS (21-HYDROXYLASE DEFI)  REF TEST"
21435,81401,"TC MOLECULAR PATHOLOGY PROCEDURE, LEVEL 2 REF TEST FH1"
21436,81405,"TC MOLECULAR PATHOLOGY PROCEDURE, LEVEL 6 REF TEST FH1"
21437,86308,TC MONONUCLEOSIS SCREEN
21438,81206,"TC MPL BCR/ABL1 (T(9,22))TRANSLOCATION ANALYSIS, MAJOR BREAKPOINT, QUAL & QUAN"
21439,81207,"TC MPL BCR/ABL1 (T(9,22))TRANSLOCATION ANALYSIS, MINOR BREAKPOINT, QUAL & QUAN"
21440,81277,TC MPL CYTOGENOMIC NEOPLASIA (GENOME-WIDE) MICROARRAY ANALYSIS; ONCOSCAN
21441,81225,"TC MPL MOLECULAR PATHOLOGY PRO, LEVEL 1, CYP2C19, GENE ANALYSIS, COMMON VARIANTS"
21442,81226,"TC MPL MOLECULAR PATHOLOGY PRO, LEVEL 1, CYP2D6, GENE ANALYSIS, COMMON VARIANTS"
21443,81345,"TC MPL MOLECULAR PATHOLOGY PRO, LEVEL 4,  TERT PROMOTER SEQ ANALYSIS"
21444,81315,"TC MPL PML/RARALPHA, (T(15/17)) TRANS ANALYSIS, COMMOM BREAKPOINTS, QUAL OR QUAN"
21445,73222,TC MR UPPER EXTREMITY ANY JOINT W/CONTRAST
21446,73221,TC MR UPPER EXTREMITY ANY JOINT W/O CONTRAST
21447,73223,TC MR UPPER EXTREMITY ANY JOINT WO/W CONTRAST
21448,74182,"TC MR, ABDOMEN W/CONTRAST"
21449,74181,"TC MR, ABDOMEN W/O CONTRAST"
21450,70545,"TC MR, ANGIO HEAD W/CONTRAST"
21451,70544,"TC MR, ANGIO HEAD W/O CONTRAST"
21452,70546,"TC MR, ANGIO HEAD WO/W CONTRAST"
21453,70549,"TC MR, ANGIO NECK WO/W CONTRAST"
21454,70552,"TC MR, BRAIN W CONTRAST INCL BRAIN STEM"
21455,70551,"TC MR, BRAIN W/O CONTRAST"
21456,71552,"TC MR, CHEST/MEDIASTINUM WO/W CONTRAST"
21457,71551,"TC MR, CHEST/MEDIATSTINUM W/CONTRAST"
21458,73219,"TC MR, EXTREMITY UPPER W/ CONTRAST"
21459,73218,"TC MR, EXTREMITY UPPER W/O CONTRAST"
21460,73220,"TC MR, EXTREMITY UPPER WO/W CONTRAST"
21461,73719,"TC MR, LOWER EXTREMITY W/ CONTRAST"
21462,73718,"TC MR, LOWER EXTREMITY W/O CONTRAST"
21463,72196,"TC MR, PELVIS W/ CONTRAST"
21464,72142,"TC MR, SPINE CERVICAL W CONTRAST"
21465,72146,"TC MR, SPINE THORACIC WO/CONTRAST"
21466,70336,"TC MR, TEMPOROMANDIBULAR JOINT(S) (TMJ)"
21467,70540,"TC MR,ORBIT,FACE,AND/OR NECK W/O CONTRAST"
21468,0398T,TC MRI ABLATION LESION FOR MOVEMENT DISORDER
21469,74713,TC MRI FETAL EACH ADDITIONAL GESTATION
21470,77022,"TC MRI GUIDANCE/MONITORING, TISSUE ABLATION"
21471,76498,TC MRI SIMULATION
21472,81300,TC MSH6 GENE ANALYSIS; DELETION/DUPLICATION VARIANTS REF TEST FH1
21473,81298,TC MSH6 GENE ANALYSIS; FULL SEQUENCE ANALYSIS REF TEST FH1
21474,2710000014,"TC MSUD ANAMIX EARLY YEARS, PER 4 OZ"
21475,2710000043,"TC MSUD ANAMIX EARLY YEARS, PER 4 OZ"
21476,2710000072,"TC MSUD ANAMIX EARLY YEARS, PER 4 OZ"
21477,81291,"TC MTHFR HEREDITARY GENE ANAL, COMMON VAR. REF TEST, GCEPT"
21478,82485,TC MUCOPOLYSACCHARIDES-CHONDROITIN B
21479,290623,TC MULLINS GUIDEWIRE
21480,93284,TC MULTI LEAD ICD EVALUATION W/REPROG
21481,93281,TC MULTI LEAD PACEMAKER EVALUATION W/ REPROG
21482,94772,TC MULTI-CHANNEL RECORDING 8 HRS
21483,77338,"TC MULTI-LEAF COLLIMATOR  DEVICE INTENSITY IMRT, DESIGN/CONSTRUCTION IMRT PLAN"
21484,290557,TC MULTIPURPOSE CATHETER
21485,86735,TC MUMPS VIRUS IGG
21486,87556,"TC MYCOBACTERIA TUBERCULOSIS, AMP. PROBE PCR REF TEST TBRR"
21487,80180,TC MYCOPHENOLIC ACID/GLUCURONIDE
21488,86738,"TC MYCOPLASMA TITER, IGG"
21489,93356,TC MYOCARDIAL STRAIN IMAGING
21490,83874,"TC MYOGLOBIN, URINE"
21491,88319,TC MYOPHOSPHORYLASE (ENZYME HISTOCHEM)
21492,88314,TC NADH (FROZEN TISSUE)
21493,31231,"TC NASAL ENDOSCOPY, DIAGNOSTIC, UNILATERAL OR BILATERAL"
21494,31237,"TC NASAL/SINUS ENDOSCOPY, SURGICAL, WITH BIOPSY, POLYECTOMY OR DEBRIDEMENT"
21495,92511,TC NASOPHARYNGOSCOPY W/ ENDOSCOPE
21496,86357,"TC NATURAL KILLER CELLS, TOTAL COUNT REFERENCE TEST MSMD"
21497,94645,TC NEBULIZATION CONTINOUS EA ADDL HOUR
21498,94644,TC NEBULIZATION CONTINOUS FIRST HOUR
21499,70360,"TC NECK, SOFT TISSUE"
21500,428838,TC NEEDLE BIOPSY 102MM 11GA #9407-VC-006
21501,418467,TC NEEDLE BIOPSY 11GA X 4
21502,418466,TC NEEDLE BIOPSY 13GA X 2
21503,428835,TC NEEDLE BIOPSY 152MM
21504,780062,TC NEEDLE BONE MARROW ASPIR 15GA  2/4IN
21505,780278,TC NEEDLE COLORADO MICRO TIP 4CM #N104A
